Scenario,Model,N,K,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Training Time,Testing Time
Static Model,NN,6,6,0.10569105691056911,0.7048192771084337,0.9982280389388016,0.1838177533385703,0.8857271569089096,0.2724990385554657,0.00183750283847845,27.915262470021844,1.0188091278541833
Updated Model,NN,6,6,0.10733695652173914,0.713855421686747,0.9982382716302042,0.18661417322834647,0.8839056870618659,0.2763780250615241,0.001761705352224719,14.628937283996493,1.0254291230812669
Static Model,NN,6,-1,0.12832062832062832,0.7426470588235294,0.9977453969943174,0.21883001772700414,0.899726585319318,0.30812386375490464,0.002177251997903358,27.915262470021844,1.0202012642597158
Updated Model,NN,6,-1,0.12194857328848867,0.7513368983957219,0.997593896313275,0.20983851395500794,0.9017841230975399,0.302099996231714,0.0023879065324580897,20.66068977272759,1.01788472236755
Static Model,NN,8,5,0.11370944168371822,0.746641074856046,0.9964026404891682,0.19736174530695078,0.9024012357796878,0.2905098032460935,0.0032980417591258,31.335065979976207,0.7423574789427221
Updated Model,NN,8,5,0.14485627836611195,0.7351247600767754,0.9972724192583801,0.2420221169036335,0.8907422476744784,0.3255757240912392,0.0027745976312578205,27.971405512886122,0.7484612511470914
Static Model,NN,8,6,0.13545521835677277,0.7204724409448819,0.9971825989671803,0.2280373831775701,0.9088579783841282,0.311633652915019,0.0027426849035674895,31.335065979976207,0.7436252310872078
Updated Model,NN,8,6,0.15084679007483262,0.7539370078740157,0.9974065812123238,0.2513948145717099,0.9158464578126209,0.3365291706953555,0.0026364167319292506,16.468891453929245,0.765678470954299
Static Model,NN,8,7,0.07794048181388757,0.8088235294117647,0.9977363012686263,0.14218009478672985,0.9436525313501835,0.25066157514257903,0.002325166808963571,31.335065979976207,0.7497220390941948
Updated Model,NN,8,7,0.07876230661040788,0.8235294117647058,0.9977249316115124,0.14377406931964057,0.9125969181527023,0.2542702724087668,0.0022707651490495822,15.399144740076736,0.7725938169751316
Static Model,NN,8,8,0.09875876956287102,0.6958174904942965,0.9980103100050709,0.17296786389413987,0.8797411991915718,0.26166248575971474,0.002255812900607884,31.335065979976207,0.7430397279094905
Updated Model,NN,8,8,0.10949868073878628,0.6311787072243346,0.9983548106156215,0.18662169758291172,0.8681061479754274,0.26244152684083094,0.0018951313954342032,19.571024080971256,0.7614705008454621
Static Model,NN,8,-1,0.10928366194392153,0.7372994652406417,0.9973329626825114,0.19035292087324185,0.9054887414712585,0.2832191710515412,0.0026554265930661884,31.335065979976207,0.7446861192584038
Updated Model,NN,8,-1,0.12454710144927536,0.7352941176470589,0.9976896856744595,0.21301316808675447,0.8945831496446353,0.30203010783044626,0.0023942277269177136,19.85261644696584,0.762051009980496
Static Model,NN,10,6,0.16183816183816183,0.7677725118483413,0.9974759354032747,0.26732673267326734,0.888327690977239,0.3517979606029595,0.002465086524401267,34.07080663717352,0.6120974789373577
Updated Model,NN,10,6,0.1539951573849879,0.7535545023696683,0.9973693448375347,0.255729794933655,0.8765401916903753,0.33992621082722957,0.0028171311136076615,24.20502648805268,0.5847496641799808
Static Model,NN,10,7,0.1978352375225496,0.7985436893203883,0.997986148911284,0.31710843373493974,0.9189933228999764,0.39687604038322094,0.0020334966472941294,34.07080663717352,0.6108312169089913
Updated Model,NN,10,7,0.14698046181172292,0.8033980582524272,0.9971547424985113,0.2484984984984985,0.9444503345211511,0.34291374779638956,0.00258645874083309,18.857872625114396,0.6066347160376608
Static Model,NN,10,8,0.1375968992248062,0.726962457337884,0.9979889913263703,0.2313959804454101,0.8817537288587013,0.3157277115646557,0.0019851392883362194,34.07080663717352,0.607880885945633
Updated Model,NN,10,8,0.0897597977243995,0.726962457337884,0.9968164951032294,0.15978994748687173,0.8741626728574701,0.2547425375983895,0.0030146135611763044,13.84857986192219,0.6071577440015972
Static Model,NN,10,9,0.09923011120615911,0.6744186046511628,0.9984238808345899,0.17300521998508578,0.8603908854849808,0.2583030206429894,0.001767246802335632,34.07080663717352,0.6160237439908087
Updated Model,NN,10,9,0.10240427426536064,0.6686046511627907,0.9984864139664907,0.17760617760617758,0.9046295915194655,0.2612797408449353,0.0016033484652992313,15.893486459041014,0.6209680081810802
Static Model,NN,10,10,0.1196043165467626,0.6751269035532995,0.9985176847457964,0.20320855614973263,0.8820395073309321,0.2837609114759915,0.0017118455875399516,34.07080663717352,0.6068027738947421
Updated Model,NN,10,10,0.118488253319714,0.5888324873096447,0.9986583838926479,0.19727891156462585,0.9321652887571439,0.2637359069396865,0.0019687492441389696,0.7735691049601883,0.6155737889930606
Static Model,NN,10,-1,0.14878569522284493,0.7453208556149733,0.998078528493916,0.24805339265850945,0.8900776652955383,0.33247932514499595,0.0019925628103984678,34.07080663717352,0.6107272199355066
Updated Model,NN,10,-1,0.12431756141947224,0.7306149732620321,0.9976970766061697,0.2124805598755832,0.9008693567645123,0.3007863911082232,0.002398059980955187,14.715706907818094,0.6070167842786759
Static Model,NN,12,7,0.09895269050198628,0.7548209366391184,0.9955931209026598,0.17496807151979565,0.8774185518881352,0.27231559624782264,0.0038086990563744845,30.417434490984306,0.5096482639200985
Updated Model,NN,12,7,0.10583657587548638,0.7493112947658402,0.9959256833732408,0.18547562222979885,0.8936222731230832,0.2806658294050225,0.0034309717759950596,23.322111317887902,0.5015147291123867
Static Model,NN,12,8,0.1422343324250681,0.8130841121495327,0.9972132970413878,0.24211502782931352,0.9442433916275667,0.3393866091088138,0.002697950242950702,30.417434490984306,0.5120078851468861
Updated Model,NN,12,8,0.13885955649419218,0.8193146417445483,0.9971194973701983,0.23747178329571106,0.9431076876076772,0.3366038867093545,0.002861414369696973,19.914873446105048,0.5063525207806379
Static Model,NN,12,9,0.14226437462951985,0.6956521739130435,0.9973531438238885,0.23622047244094488,0.8742580164753794,0.31383235834982,0.002555802590564968,30.417434490984306,0.5072099480312318
Updated Model,NN,12,9,0.19221967963386727,0.7304347826086957,0.9980353232507214,0.3043478260869565,0.895962355061891,0.3740865529740877,0.001935613093667593,15.063116404926404,0.48942625895142555
Static Model,NN,12,10,0.07332402234636871,0.7777777777777778,0.9976857062944696,0.1340140395660498,0.9621431482640822,0.2383779352379402,0.0022275941880027105,30.417434490984306,0.5094673701096326
Updated Model,NN,12,10,0.07824296499656828,0.8444444444444444,0.9976737681545,0.14321608040201006,0.9281995723139933,0.2566366116055832,0.00234360858204205,17.944092246936634,0.508940946077928
Static Model,NN,12,11,0.09429477020602219,0.6918604651162791,0.9979602835137698,0.16596931659693168,0.8733162085148913,0.25493619506367715,0.0021876295021210686,30.417434490984306,0.509374886052683
Updated Model,NN,12,11,0.11302475780409042,0.6104651162790697,0.9984804453267299,0.1907356948228883,0.8793645812141214,0.2622386091845402,0.0016242772574510478,11.481214612955227,0.5099851780105382
Static Model,NN,12,12,0.08623417721518987,0.68125,0.997943229028099,0.15308988764044945,0.9030040346999979,0.2419047610855318,0.0022022050678843423,30.417434490984306,0.5064636571332812
Updated Model,NN,12,12,0.1168091168091168,0.76875,0.9983508312356316,0.20280296784830998,0.8965255435042204,0.2992711054220013,0.001654243105158666,16.499683141941205,0.49825956486165524
Static Model,NN,12,-1,0.10810810810810811,0.7406417112299465,0.9972914634340457,0.18867603235419328,0.9006340941967454,0.28232380238583754,0.0026133134413163788,30.417434490984306,0.5090286683989689
Updated Model,NN,12,-1,0.12253093119166486,0.7546791443850267,0.997597591451837,0.21083099906629316,0.9015855930356955,0.30349817025692943,0.002308354697335232,17.370848528458737,0.5024131996324286
Static Model,NN,14,8,0.13278791692888608,0.6828478964401294,0.9970632125589447,0.22233930453108533,0.8857478332713475,0.30029421250122534,0.0028036663514182823,31.405370198888704,0.436989767011255
Updated Model,NN,14,8,0.12997512437810946,0.6763754045307443,0.9970174496110149,0.21804903495044342,0.8547249261168285,0.2956611312086899,0.0030111807869127134,27.17849383992143,0.43250138498842716
Static Model,NN,14,9,0.1692420897718911,0.8214285714285714,0.9976541514952546,0.28065893837705913,0.9433299726691258,0.3722340391301972,0.00235763521107044,31.405370198888704,0.4361017739865929
Updated Model,NN,14,9,0.13904761904761906,0.7821428571428571,0.9971806044688514,0.23611859838274932,0.8962707718910063,0.3290666188396996,0.0026993133774509985,22.44916053605266,0.44355661515146494
Static Model,NN,14,10,0.19950535861500412,0.7882736156351792,0.9979386776497742,0.31842105263157894,0.9272579253292332,0.3959509925105237,0.002033771066097079,31.405370198888704,0.437627854058519
Updated Model,NN,14,10,0.17847025495750707,0.8208469055374593,0.9975825225332776,0.2931937172774869,0.9536541817812313,0.38209260657415406,0.0024317033029117464,18.62523027905263,0.4396065359469503
Static Model,NN,14,11,0.12139605462822459,0.7407407407407407,0.9975845122266659,0.20860495436766627,0.8775361159289767,0.29926691070618305,0.0022874345586897118,31.405370198888704,0.43492567678913474
Updated Model,NN,14,11,0.1029113067027759,0.7037037037037037,0.9972363158837223,0.1795629060838748,0.8599041934082163,0.26843640640096295,0.0025537941429723604,16.546227666083723,0.4410899421200156
Static Model,NN,14,12,0.07995226730310262,0.7613636363636364,0.9984241628365069,0.1447084233261339,0.917068624964315,0.2464107851282895,0.0016411442966973138,31.405370198888704,0.4392283691558987
Updated Model,NN,14,12,0.06244260789715335,0.7727272727272727,0.9979287291828329,0.11554800339847067,0.9105981170224199,0.2193022973424952,0.002186550247685726,26.658036597073078,0.43442940688692033
Static Model,NN,14,13,0.12085308056872038,0.6107784431137725,0.9983943174356832,0.2017804154302671,0.8578118700251635,0.2712140147022808,0.0016932652064915452,31.405370198888704,0.43617778504267335
Updated Model,NN,14,13,0.11542497376705142,0.6586826347305389,0.9982092759505761,0.19642857142857145,0.8743263319605884,0.27524553351183717,0.002156060764740749,18.031125182984397,0.43442277098074555
Static Model,NN,14,14,0.10476190476190476,0.6821705426356589,0.9984222108149191,0.1816305469556244,0.891612888853282,0.2669327250801998,0.0016772246124551482,31.405370198888704,0.43514008494094014
Updated Model,NN,14,14,0.1136986301369863,0.6434108527131783,0.9986211754032017,0.19324796274738065,0.9411159845265781,0.27009197630061005,0.0020477361517038527,0.8160167140886188,0.44632741110399365
Static Model,NN,14,-1,0.13748281464816897,0.7352941176470589,0.9979258938382817,0.23165210066336736,0.902791932246325,0.317392154374209,0.0020705902729706957,31.405370198888704,0.4365987587121448
Updated Model,NN,14,-1,0.12358661239258255,0.7306149732620321,0.9976822993500547,0.21141199226305613,0.889992135143987,0.2998969565569202,0.0024409041981388285,18.614898687893792,0.43884772388264537
Static Model,NN,16,9,0.11969380654140571,0.6417910447761194,0.9969051793336017,0.20175953079178888,0.8767316825776487,0.2762860310215074,0.0035981788445036767,1.8038291400298476,0.3567329510115087
Updated Model,NN,16,9,0.1367713004484305,0.6828358208955224,0.9971803250357576,0.22789539227895395,0.8541242839158142,0.30479671036769906,0.002983520870277783,26.673948175041005,0.3797136240173131
Static Model,NN,16,10,0.14808787632221318,0.7193675889328063,0.9974577446693362,0.24561403508771928,0.9418730670911193,0.3256697191571013,0.002910346202154256,1.8038291400298476,0.3554765919689089
Updated Model,NN,16,10,0.16680161943319838,0.8142292490118577,0.9975532497890929,0.2768817204301075,0.9309666528719351,0.36788207747866325,0.002316699271545542,28.56588808912784,0.37989238603040576
Static Model,NN,16,11,0.16582491582491582,0.7755905511811023,0.9976169198689306,0.27323162274618584,0.9908743483817657,0.3579634539537544,0.0026043562755210295,1.8038291400298476,0.3566770711913705
Updated Model,NN,16,11,0.13239780353874314,0.8543307086614174,0.9966823340541696,0.22926571579503432,0.9602017988736316,0.33557603371354133,0.002969816469034535,25.42667978303507,0.39020116487517953
Static Model,NN,16,12,0.13143309580364212,0.6535433070866141,0.9973053912640103,0.21885299934080418,0.8748210192415725,0.29229867721374503,0.002850530711468386,1.8038291400298476,0.35435899812728167
Updated Model,NN,16,12,0.15547378104875806,0.6653543307086615,0.9977192467829555,0.25205070842654737,0.8617714289747791,0.3209235155811973,0.002756850160071977,0.9641374440398067,0.3659908319823444
Static Model,NN,16,13,0.08796764408493428,0.8207547169811321,0.9979057091596232,0.1589041095890411,0.9608659038462439,0.2682982194488651,0.0022723529205433274,1.8038291400298476,0.3527170231100172
Updated Model,NN,16,13,0.09108159392789374,0.9056603773584906,0.9977988343827526,0.16551724137931034,0.9732598117082746,0.286827359999964,0.0023091366201188745,14.124986347043887,0.3819900138769299
Static Model,NN,16,14,0.08376288659793814,0.6632653061224489,0.9983081950214545,0.14874141876430205,0.9078440548574087,0.2353121837918753,0.0018644716272305112,1.8038291400298476,0.3508457038551569
Updated Model,NN,16,14,0.10404624277456648,0.7346938775510204,0.9985310403008866,0.18227848101265826,0.9115870375771086,0.2761376375531533,0.0016693635481564231,11.920870386995375,0.38131850701756775
Static Model,NN,16,15,0.12837837837837837,0.6168831168831169,0.9983991522783656,0.21252796420581654,0.9337771583690153,0.28093307552606317,0.0019168353667050181,1.8038291400298476,0.34807392698712647
Updated Model,NN,16,15,0.14008321775312066,0.6558441558441559,0.9984696441524716,0.23085714285714287,0.8722977228407005,0.3026486331098826,0.001860444793432983,19.226529286941513,0.3913027320522815
Static Model,NN,16,16,0.10043041606886657,0.6422018348623854,0.9984855616724311,0.17369727047146402,0.9479480527003454,0.25356745942090664,0.0018239547399336467,1.8038291400298476,0.3499773258809
Updated Model,NN,16,16,0.0960591133004926,0.7155963302752294,0.9982604424615762,0.16938110749185667,0.8983555650282135,0.2617799860829774,0.0019112422569223658,16.89636219618842,0.38357044383883476
